gene_id	baseMn	l2fc	lfcSE	pval	padj
CTDSP1	2.80E+02	0.11	0.1	2.48E-01	1.00E+00
CTDSPL	4.28E+02	0.02	0.1	8.15E-01	1.00E+00
CTDSPL2	5.12E+02	0.09	0.1	3.79E-01	1.00E+00
CTIF	1.22E+02	0.25	0.18	1.64E-01	1.00E+00
CTNNA3	2.21E+01	0.13	0.28	6.36E-01	1.00E+00
CTNNAL1	2.35E+02	0.02	0.11	8.20E-01	1.00E+00
CTNNBIP1	9.11E+02	0.08	0.13	5.61E-01	1.00E+00
CTNND2	1.12E+01	0.27	0.36	4.51E-01	1.00E+00
CTNS	1.42E+02	0.04	0.13	7.46E-01	1.00E+00
CTPS1	8.28E+02	0.08	0.07	2.45E-01	1.00E+00
CTR9	1.00E+03	0.02	0.07	7.49E-01	1.00E+00
CTRC	4.26E+00	1.12	0.57	4.88E-02	1.00E+00
CTRL	4.60E-01	0.63	1.83	7.32E-01	1.00E+00
CTSG	6.78E-01	0.79	1.55	6.11E-01	1.00E+00
CTSK	1.98E+01	0.31	0.3	3.03E-01	1.00E+00
CTSO	2.02E+02	0.08	0.14	5.68E-01	1.00E+00
CTSV	3.49E+01	0.18	0.2	3.76E-01	1.00E+00
CTU1	3.89E+00	0.27	0.76	7.24E-01	1.00E+00
CUL3	1.45E+03	0.03	0.09	7.66E-01	1.00E+00
CUL5	5.62E+02	0.09	0.09	3.58E-01	1.00E+00
CUTC	3.58E+02	0.02	0.1	8.32E-01	1.00E+00
CUX2	1.52E+01	0.15	0.31	6.36E-01	1.00E+00
CWC15	5.01E+02	0.05	0.1	6.18E-01	1.00E+00
CWC22	5.28E+02	0.03	0.07	6.23E-01	1.00E+00
CWF19L2	2.85E+02	0.01	0.11	9.36E-01	1.00E+00
CX3CL1	5.36E-01	0.17	1.67	9.17E-01	1.00E+00
CXCL12	4.18E+01	0.56	0.33	9.07E-02	1.00E+00
CXCL2	1.85E+01	0.4	0.26	1.22E-01	1.00E+00
CXCL3	1.80E+01	0.21	0.34	5.24E-01	1.00E+00
CXCL5	1.00E+02	0.36	0.24	1.35E-01	1.00E+00
CXCL6	4.92E-01	0.75	2.13	7.26E-01	1.00E+00
CXCL8	1.55E+01	0.04	0.39	9.21E-01	1.00E+00
CXCR2	1.52E+00	0.43	0.89	6.25E-01	1.00E+00
CXXC4	2.18E+01	0.19	0.28	4.86E-01	1.00E+00
CXXC5	3.61E+02	0.08	0.09	3.54E-01	1.00E+00
CXorf38	9.15E+01	0.09	0.15	5.64E-01	1.00E+00
CXorf65	5.53E-01	2.73	2.23	2.20E-01	1.00E+00
CYB561D1	9.90E+01	0.24	0.14	8.22E-02	1.00E+00
CYB5A	1.05E+02	0.09	0.14	5.17E-01	1.00E+00
CYB5D1	2.07E+02	0.01	0.11	9.11E-01	1.00E+00
CYB5D2	7.94E+01	0.1	0.19	5.80E-01	1.00E+00
CYBA	1.81E+02	0.08	0.14	5.64E-01	1.00E+00
CYBC1	1.22E+02	0.07	0.17	6.68E-01	1.00E+00
CYBRD1	1.21E+02	0.06	0.13	6.38E-01	1.00E+00
CYC1	1.55E+02	0.03	0.12	7.99E-01	1.00E+00
CYCS	6.71E+02	0.18	0.11	1.13E-01	1.00E+00
CYGB	1.57E+00	0.23	1	8.18E-01	1.00E+00
CYHR1	5.83E+01	0.03	0.19	8.70E-01	1.00E+00
CYP11A1	2.07E+00	0.81	0.75	2.77E-01	1.00E+00
CYP1A2	3.12E+00	0.46	0.79	5.61E-01	1.00E+00
CYP1B1	1.39E+03	0.29	0.14	3.35E-02	1.00E+00
CYP20A1	2.68E+02	0.13	0.11	2.46E-01	1.00E+00
CYP26A1	1.14E+00	1.49	1.13	1.87E-01	1.00E+00
CYP2B6	6.34E-01	0.31	1.48	8.32E-01	1.00E+00
CYP2C9	1.51E+00	3.22	1.01	1.48E-03	1.00E+00
CYP2F1	8.52E-01	1.46	1.4	2.97E-01	1.00E+00
CYP2U1	1.03E+02	0.12	0.16	4.44E-01	1.00E+00
CYP3A5	6.72E+00	0.24	0.56	6.70E-01	1.00E+00
CYP4A11	5.04E-01	1.24	1.74	4.74E-01	1.00E+00
CYP4F3	8.95E-01	0.06	1.38	9.65E-01	1.00E+00
CYP4V2	2.73E+01	0.69	0.24	3.58E-03	1.00E+00
CYP51A1	1.59E+03	0.01	0.1	9.49E-01	1.00E+00
CYP7B1	6.15E+01	0.09	0.22	7.03E-01	1.00E+00
CYREN	1.17E+02	0.08	0.13	5.13E-01	1.00E+00
CYRIB	6.63E+02	0.1	0.1	3.19E-01	1.00E+00
CYS1	1.78E+00	0.17	0.98	8.64E-01	1.00E+00
CYSTM1	7.71E+01	0.03	0.22	8.74E-01	1.00E+00
CYTH1	3.03E+02	0.03	0.09	7.14E-01	1.00E+00
CYTH4	1.02E+00	0.49	1.37	7.19E-01	1.00E+00
CYTL1	2.22E+00	0.22	0.92	8.11E-01	1.00E+00
CZIB	2.07E+02	0.12	0.15	4.33E-01	1.00E+00
D2HGDH	1.81E+01	0.32	0.32	3.09E-01	1.00E+00
DAAM1	7.15E+02	0.02	0.08	7.86E-01	1.00E+00
DAAM2	1.91E+01	0.07	0.35	8.37E-01	1.00E+00
DAB2IP	7.09E+02	0.05	0.07	4.72E-01	1.00E+00
DACH1	1.98E+02	0.1	0.12	4.24E-01	1.00E+00
DACT1	1.97E+02	0.05	0.1	5.95E-01	1.00E+00
DAGLA	2.55E+01	0.06	0.26	8.06E-01	1.00E+00
DALRD3	3.13E+01	0.49	0.25	4.97E-02	1.00E+00
DAND5	2.82E+00	0.84	1.04	4.22E-01	1.00E+00
DAPK2	3.31E+01	0.15	0.22	5.06E-01	1.00E+00
DARS1	8.29E+02	0.1	0.12	3.99E-01	1.00E+00
DARS2	2.87E+02	0.15	0.13	2.36E-01	1.00E+00
DAZAP2	5.02E+02	0.01	0.1	9.03E-01	1.00E+00
DBF4B	3.20E+01	0.15	0.24	5.28E-01	1.00E+00
DBI	5.29E+03	0.03	0.06	6.69E-01	1.00E+00
DBNDD1	1.53E+00	0.92	1.06	3.85E-01	1.00E+00
DBP	3.20E+00	1.28	0.64	4.54E-02	1.00E+00
DBR1	4.08E+02	0.04	0.08	6.42E-01	1.00E+00
DCAF10	1.53E+02	0.02	0.13	8.57E-01	1.00E+00
DCAF12	4.88E+02	0.07	0.08	4.15E-01	1.00E+00
DCAF12L2	2.43E+00	1.09	0.8	1.74E-01	1.00E+00
DCAF16	2.14E+02	0.1	0.11	3.63E-01	1.00E+00
DCAF17	2.04E+02	0.06	0.14	6.57E-01	1.00E+00
DCAF5	4.70E+02	0.02	0.09	8.63E-01	1.00E+00
DCAF6	5.88E+02	0.08	0.1	4.21E-01	1.00E+00
DCAKD	7.83E+01	0.02	0.17	8.84E-01	1.00E+00
DCBLD1	2.40E+03	0.03	0.07	6.38E-01	1.00E+00
DCBLD2	4.81E+02	0.09	0.12	4.57E-01	1.00E+00
DCC	1.63E+01	0.32	0.28	2.67E-01	1.00E+00
DCDC2C	1.02E+00	0.23	1.19	8.50E-01	1.00E+00
DCK	6.14E+02	0.09	0.11	4.16E-01	1.00E+00
DCLK1	1.33E+02	0.23	0.2	2.49E-01	1.00E+00
DCLK2	7.09E+01	0.08	0.17	6.53E-01	1.00E+00
DCLRE1C	5.80E+01	0.21	0.18	2.64E-01	1.00E+00
DCP1A	2.41E+02	0.08	0.1	3.90E-01	1.00E+00
DCP2	6.16E+02	0.08	0.1	3.96E-01	1.00E+00
DCTD	2.90E+02	0.01	0.12	9.41E-01	1.00E+00
DCTN4	3.42E+02	0.07	0.09	4.51E-01	1.00E+00
DCTN5	9.36E+02	0.03	0.14	8.55E-01	1.00E+00
DCTPP1	1.29E+02	0.14	0.15	3.57E-01	1.00E+00
DCUN1D1	3.27E+02	0.07	0.11	5.14E-01	1.00E+00
DCUN1D2	8.36E+01	0.17	0.14	2.51E-01	1.00E+00
DCUN1D4	3.59E+02	0.03	0.1	7.78E-01	1.00E+00
DCUN1D5	8.82E+02	0.03	0.11	7.78E-01	1.00E+00
DCXR	3.53E+01	0.23	0.25	3.60E-01	1.00E+00
DDAH1	5.48E+02	0.12	0.15	3.96E-01	1.00E+00
DDAH2	4.42E+02	0.06	0.1	5.87E-01	1.00E+00
DDB1	2.79E+03	0.02	0.06	7.84E-01	1.00E+00
DDB2	9.08E+01	0.02	0.15	9.13E-01	1.00E+00
DDI2	6.78E+02	0.11	0.1	2.84E-01	1.00E+00
DDIAS	5.90E+01	0.07	0.17	6.69E-01	1.00E+00
DDIT4	1.29E+02	0.06	0.15	6.80E-01	1.00E+00
DDN	4.84E-01	0.57	1.79	7.51E-01	1.00E+00
DDOST	1.13E+03	0.1	0.12	3.99E-01	1.00E+00
DDR2	7.04E+00	0.27	0.44	5.43E-01	1.00E+00
DDT	7.32E+01	0.35	0.16	3.22E-02	1.00E+00
DDTL	8.36E+00	0.58	0.39	1.34E-01	1.00E+00
DDX10	6.88E+02	0.07	0.1	4.70E-01	1.00E+00
DDX11	2.28E+02	0.05	0.13	6.74E-01	1.00E+00
DDX17	2.58E+03	0.11	0.1	2.68E-01	1.00E+00
DDX19A	5.66E+02	0.04	0.09	6.83E-01	1.00E+00
DDX20	2.50E+02	0.13	0.13	3.10E-01	1.00E+00
DDX21	2.14E+03	0.09	0.09	3.41E-01	1.00E+00
DDX25	1.01E+01	0.6	0.36	9.90E-02	1.00E+00
DDX28	3.64E+01	0.12	0.26	6.46E-01	1.00E+00
DDX31	1.36E+02	0.05	0.19	7.71E-01	1.00E+00
DDX39B	1.20E+03	0.05	0.08	5.42E-01	1.00E+00
DDX49	1.74E+02	0.01	0.13	9.56E-01	1.00E+00
DDX5	6.63E+03	0.01	0.08	9.05E-01	1.00E+00
DDX51	4.46E+01	0.06	0.26	8.04E-01	1.00E+00
DDX52	6.47E+02	0.01	0.07	9.09E-01	1.00E+00
DDX55	2.19E+02	0.1	0.11	3.57E-01	1.00E+00
DDX56	1.59E+02	0.03	0.12	8.28E-01	1.00E+00
DDX58	1.98E+02	0.05	0.13	7.11E-01	1.00E+00
DDX6	1.49E+03	0.07	0.08	3.68E-01	1.00E+00
DDX60	4.26E+01	0.18	0.21	3.83E-01	1.00E+00
DDX60L	8.20E+01	0.2	0.22	3.49E-01	1.00E+00
DEDD	2.72E+02	0.03	0.1	7.60E-01	1.00E+00
DEF6	1.43E+01	0.1	0.29	7.22E-01	1.00E+00
DEFB105A	1.28E+00	0.33	1.08	7.63E-01	1.00E+00
DEK	1.08E+03	0.02	0.08	7.75E-01	1.00E+00
DENND11	2.10E+03	0.03	0.1	7.31E-01	1.00E+00
DENND1A	5.02E+01	0.11	0.17	5.06E-01	1.00E+00
DENND1B	4.04E+01	0.01	0.22	9.69E-01	1.00E+00
DENND2C	6.83E+01	0.12	0.13	3.75E-01	1.00E+00
DENND3	1.30E+02	0.02	0.15	9.17E-01	1.00E+00
DENND4A	2.05E+02	0.17	0.11	1.27E-01	1.00E+00
DENND4B	1.94E+02	0.04	0.12	7.51E-01	1.00E+00
DENND4C	5.43E+02	0.04	0.1	7.26E-01	1.00E+00
DENND6A	4.23E+02	0.03	0.09	7.17E-01	1.00E+00
DENND6B	5.29E+00	0.49	0.6	4.14E-01	1.00E+00
DENR	1.32E+03	0.03	0.06	6.05E-01	1.00E+00
DEPDC1	6.87E+01	0.08	0.16	6.42E-01	1.00E+00
DEPDC4	1.59E+01	0.45	0.3	1.41E-01	1.00E+00
DEPDC7	9.91E+00	0.16	0.38	6.70E-01	1.00E+00
DEPP1	1.95E+02	0.15	0.3	6.15E-01	1.00E+00
DEPTOR	5.22E+01	0.06	0.19	7.66E-01	1.00E+00
DERL2	2.80E+02	0.07	0.12	5.94E-01	1.00E+00
DERPC	1.40E+02	0.13	0.27	6.37E-01	1.00E+00
DESI1	2.20E+02	0.19	0.13	1.45E-01	1.00E+00
DESI2	7.46E+02	0.12	0.11	2.52E-01	1.00E+00
DEUP1	1.31E+00	1.88	1.06	7.43E-02	1.00E+00
DFFA	7.44E+02	0.08	0.07	2.28E-01	1.00E+00
DFFB	4.91E+01	0.21	0.2	2.74E-01	1.00E+00
DGAT1	2.59E+01	0.24	0.26	3.42E-01	1.00E+00
DGAT2	6.40E-01	1.68	1.43	2.39E-01	1.00E+00
DGCR2	4.17E+02	0.01	0.09	8.95E-01	1.00E+00
DGCR6	8.85E+00	0.38	0.48	4.21E-01	1.00E+00
DGCR8	5.37E+02	0.01	0.1	9.25E-01	1.00E+00
DGKB	7.61E+00	0.13	0.43	7.68E-01	1.00E+00
DGKD	1.62E+02	0.15	0.13	2.45E-01	1.00E+00
DGKH	4.93E+02	0.19	0.13	1.62E-01	1.00E+00
DGKI	1.12E+01	0.08	0.39	8.44E-01	1.00E+00
DGKQ	7.63E+01	0.12	0.15	4.52E-01	1.00E+00
DGLUCY	5.49E+01	0.02	0.17	8.84E-01	1.00E+00
DGUOK	1.28E+02	0.06	0.14	6.48E-01	1.00E+00
DHDDS	4.03E+02	0.01	0.09	8.71E-01	1.00E+00
DHFR	3.34E+02	0.05	0.09	5.87E-01	1.00E+00
DHFR2	8.25E+01	0.16	0.14	2.68E-01	1.00E+00
DHH	5.25E+00	0.92	0.51	7.36E-02	1.00E+00
DHRS3	1.20E+02	0.15	0.21	4.78E-01	1.00E+00
DHRS4L2	1.01E+02	0.38	0.17	2.95E-02	1.00E+00
DHRS7	6.01E+02	0.06	0.06	2.95E-01	1.00E+00
DHTKD1	1.71E+02	0.08	0.11	4.37E-01	1.00E+00
DHX29	3.72E+02	0.08	0.1	4.12E-01	1.00E+00
DHX32	2.19E+02	0.05	0.11	6.73E-01	1.00E+00
DHX34	1.65E+02	0.13	0.11	2.51E-01	1.00E+00
DHX35	1.01E+02	0.09	0.12	4.44E-01	1.00E+00
DHX57	3.26E+02	0.09	0.09	3.00E-01	1.00E+00
DIAPH2	1.11E+02	0.29	0.15	5.90E-02	1.00E+00
DIP2A	3.96E+02	0.04	0.09	6.58E-01	1.00E+00
DIP2B	6.68E+02	0.01	0.1	9.39E-01	1.00E+00
DIP2C	1.93E+02	0.14	0.11	2.05E-01	1.00E+00
DIPK1A	1.58E+02	0.1	0.14	4.71E-01	1.00E+00
DIPK2A	2.61E+02	0.01	0.15	9.68E-01	1.00E+00
DIRAS1	6.77E+00	0.13	0.48	7.89E-01	1.00E+00
DIRAS3	3.51E+00	0.21	0.64	7.47E-01	1.00E+00
DIS3	6.59E+02	0.03	0.1	7.32E-01	1.00E+00
DISP3	2.34E+00	0.05	0.72	9.45E-01	1.00E+00
DIXDC1	9.52E+01	0.05	0.13	7.09E-01	1.00E+00
DKKL1	1.47E+00	0.63	0.98	5.21E-01	1.00E+00
DLC1	1.31E+03	0.08	0.09	3.47E-01	1.00E+00
DLEU7	1.41E+00	0.29	1.01	7.73E-01	1.00E+00
DLG1	4.82E+02	0.01	0.07	9.09E-01	1.00E+00
DLGAP4	6.99E+02	0.06	0.07	4.38E-01	1.00E+00
DLK1	1.20E+01	0.21	0.37	5.63E-01	1.00E+00
DLK2	1.83E+00	1.07	1.12	3.42E-01	1.00E+00
DLL1	2.25E+01	0.07	0.27	7.80E-01	1.00E+00
DLL3	5.60E+00	0.3	0.47	5.22E-01	1.00E+00
DLST	4.36E+02	0.07	0.11	5.32E-01	1.00E+00
DLX1	2.76E+00	0.82	0.73	2.60E-01	1.00E+00
DLX2	9.38E+00	0.86	0.43	4.34E-02	1.00E+00
DMAC2	2.34E+02	0.07	0.12	5.91E-01	1.00E+00
DMAC2L	3.35E+01	0.58	0.22	8.79E-03	1.00E+00
DMC1	1.25E+01	0.01	0.38	9.78E-01	1.00E+00
DMPK	1.50E+02	0.04	0.17	8.03E-01	1.00E+00
DMRTA1	3.55E+01	0.34	0.21	9.75E-02	1.00E+00
DMRTC1	8.15E-01	1.03	1.6	5.19E-01	1.00E+00
DMTF1	3.10E+02	0.04	0.1	6.78E-01	1.00E+00
DNA2	9.36E+01	0.2	0.13	1.34E-01	1.00E+00
DNAAF10	1.67E+02	0.03	0.14	8.20E-01	1.00E+00
DNAAF3	1.44E+00	1.07	1.17	3.61E-01	1.00E+00
DNAAF9	3.87E+02	0.07	0.1	5.01E-01	1.00E+00
DNAH10	1.42E+01	0.18	0.29	5.30E-01	1.00E+00
DNAH2	8.47E-01	0.14	1.7	9.33E-01	1.00E+00
DNAH6	3.53E+00	0.39	0.66	5.60E-01	1.00E+00
DNAH7	3.66E+00	0.04	0.61	9.46E-01	1.00E+00
DNAH9	1.71E+00	0.61	1.3	6.39E-01	1.00E+00
DNAI3	9.76E+00	0.07	0.33	8.23E-01	1.00E+00
DNAJA1	6.48E+03	0.04	0.08	6.57E-01	1.00E+00
DNAJA3	2.45E+02	0.06	0.1	5.12E-01	1.00E+00
DNAJB11	1.74E+03	0.04	0.07	5.67E-01	1.00E+00
DNAJB2	3.83E+02	0.05	0.09	5.46E-01	1.00E+00
DNAJB4	4.02E+02	0.01	0.11	9.32E-01	1.00E+00
DNAJB7	1.32E+00	1.99	1.47	1.76E-01	1.00E+00
DNAJB9	1.71E+02	0.12	0.13	3.48E-01	1.00E+00
DNAJC12	6.17E-01	2.86	1.75	1.02E-01	1.00E+00
DNAJC14	7.06E+02	0.07	0.08	3.71E-01	1.00E+00
DNAJC16	2.97E+02	0.07	0.1	4.57E-01	1.00E+00
DNAJC17	1.41E+02	0.01	0.13	9.19E-01	1.00E+00
DNAJC22	1.20E+01	0.65	0.35	6.52E-02	1.00E+00
DNAJC24	1.04E+02	0.24	0.12	4.80E-02	1.00E+00
DNAJC25	2.68E+02	0.01	0.1	9.10E-01	1.00E+00
DNAJC28	1.22E+01	0.14	0.31	6.57E-01	1.00E+00
DNAJC3	1.16E+03	0.04	0.08	6.31E-01	1.00E+00
DNAJC4	1.56E+01	0.32	0.32	3.04E-01	1.00E+00
DNAJC5	8.00E+02	0.08	0.07	2.82E-01	1.00E+00
DNAL1	1.13E+02	0.28	0.14	4.95E-02	1.00E+00
DNAL4	8.80E+01	0.05	0.14	7.35E-01	1.00E+00
DNALI1	4.90E+01	0.06	0.18	7.29E-01	1.00E+00
DND1	6.68E+00	0.71	0.6	2.35E-01	1.00E+00
DNHD1	1.37E+01	0.3	0.34	3.77E-01	1.00E+00
DNM1L	7.09E+02	0.05	0.07	4.74E-01	1.00E+00
DNPEP	1.13E+02	0.02	0.13	9.01E-01	1.00E+00
DNTTIP2	8.94E+02	0.02	0.07	7.31E-01	1.00E+00
DOC2B	3.42E+00	0.68	0.75	3.62E-01	1.00E+00
DOCK3	3.81E+00	0.73	0.63	2.51E-01	1.00E+00
DOCK4	8.49E+02	0.05	0.1	6.04E-01	1.00E+00
DOCK9	1.19E+03	0.01	0.11	9.07E-01	1.00E+00
DOK1	1.05E+02	0.1	0.14	4.95E-01	1.00E+00
DOK3	1.19E+01	0.45	0.43	2.89E-01	1.00E+00
DOK6	4.14E+01	0.25	0.19	1.84E-01	1.00E+00
DOP1A	1.59E+02	0.09	0.12	4.25E-01	1.00E+00
DOP1B	7.63E+01	0.08	0.16	6.18E-01	1.00E+00
DOT1L	2.86E+02	0.04	0.12	7.59E-01	1.00E+00
DPEP1	2.02E+00	0.02	0.87	9.82E-01	1.00E+00
DPF1	1.21E+01	0.07	0.38	8.59E-01	1.00E+00
DPF3	1.87E+01	0.02	0.3	9.57E-01	1.00E+00
DPH1	4.23E+01	0.27	0.2	1.89E-01	1.00E+00
DPH2	1.24E+02	0.18	0.17	3.00E-01	1.00E+00
DPH3	4.27E+02	0.03	0.09	7.14E-01	1.00E+00
DPH7	7.49E+01	0.04	0.18	8.32E-01	1.00E+00
DPM2	5.54E+01	0.39	0.2	5.59E-02	1.00E+00
DPP4	3.64E+00	1.03	0.67	1.24E-01	1.00E+00
DPP7	2.53E+01	0.31	0.27	2.47E-01	1.00E+00
DPP8	4.55E+02	0.1	0.07	1.71E-01	1.00E+00
DPPA4	5.60E+02	0.03	0.11	7.79E-01	1.00E+00
DPY19L1	1.64E+03	0.07	0.09	4.50E-01	1.00E+00
DPY19L2	4.11E+01	0.64	0.26	1.39E-02	1.00E+00
DPY19L3	5.60E+02	0.07	0.09	4.20E-01	1.00E+00
DPY19L4	7.09E+02	0.07	0.09	4.48E-01	1.00E+00
DPY30	1.65E+02	0.03	0.1	7.56E-01	1.00E+00
DPYD	2.07E+01	0.51	0.31	1.03E-01	1.00E+00
DPYSL2	1.06E+03	0.02	0.08	7.85E-01	1.00E+00
DPYSL5	1.02E+00	1.44	1.12	1.98E-01	1.00E+00
DR1	4.09E+02	0.02	0.09	8.20E-01	1.00E+00
DRAM1	4.67E+02	0.04	0.09	7.00E-01	1.00E+00
DSC1	9.89E-01	0.94	1.19	4.32E-01	1.00E+00
DSC3	1.33E+01	0.75	0.3	1.26E-02	1.00E+00
DSCAM	8.81E-01	1.84	1.35	1.73E-01	1.00E+00
DSCC1	7.38E+01	0.15	0.16	3.61E-01	1.00E+00
DSEL	1.26E+02	0.02	0.14	8.69E-01	1.00E+00
DST	2.53E+03	0.05	0.2	7.97E-01	1.00E+00
DSTN	4.13E+03	0.05	0.1	6.03E-01	1.00E+00
DSTYK	3.40E+02	0.11	0.09	2.29E-01	1.00E+00
DTD1	2.91E+02	0.01	0.1	9.23E-01	1.00E+00
DTD2	8.85E+01	0.29	0.13	2.62E-02	1.00E+00
DTL	1.91E+02	0.06	0.13	6.26E-01	1.00E+00
DTNA	2.61E+02	0.06	0.14	6.80E-01	1.00E+00
DTNB	3.18E+01	0.04	0.26	8.73E-01	1.00E+00
DTWD1	7.47E+01	0.11	0.17	5.21E-01	1.00E+00
DTWD2	3.98E+01	0.07	0.2	7.12E-01	1.00E+00
DTX3	1.91E+01	0.12	0.31	6.97E-01	1.00E+00
DTX3L	1.51E+02	0.06	0.18	7.58E-01	1.00E+00
DTX4	2.33E+02	0.1	0.13	4.35E-01	1.00E+00
DUOX1	1.83E+00	0.79	0.85	3.55E-01	1.00E+00
DUS1L	3.08E+02	0.03	0.14	8.14E-01	1.00E+00
DUSP14	6.52E+01	0.08	0.2	6.90E-01	1.00E+00
DUSP19	5.01E+01	0.17	0.18	3.51E-01	1.00E+00
DUSP22	2.21E+02	0.09	0.14	5.01E-01	1.00E+00
DUSP23	4.05E+01	0.13	0.2	5.15E-01	1.00E+00
DUSP28	2.08E+01	0.35	0.28	2.15E-01	1.00E+00
DUSP3	1.04E+03	0.04	0.09	6.58E-01	1.00E+00
DUSP4	5.17E+02	0.04	0.25	8.73E-01	1.00E+00
DUSP5	7.49E+02	0.09	0.13	4.76E-01	1.00E+00
DUSP6	1.76E+03	0.05	0.1	6.26E-01	1.00E+00
DUSP8	3.75E+01	0.24	0.26	3.52E-01	1.00E+00
DUT	3.33E+02	0.02	0.13	8.65E-01	1.00E+00
DVL1	1.26E+02	0.1	0.15	5.16E-01	1.00E+00
DXO	1.66E+01	0.06	0.42	8.80E-01	1.00E+00
DYDC1	1.23E+00	0.79	1.08	4.62E-01	1.00E+00
DYDC2	9.51E-01	0.56	1.25	6.53E-01	1.00E+00
DYNC1I1	2.49E+01	0.39	0.27	1.49E-01	1.00E+00
DYNC1LI1	1.23E+03	0.03	0.06	6.07E-01	1.00E+00
DYNC1LI2	2.43E+03	0.1	0.07	1.32E-01	1.00E+00
DYNC2LI1	1.07E+02	0.05	0.13	6.89E-01	1.00E+00
DYNLL2	6.94E+02	0.03	0.11	7.59E-01	1.00E+00
DYNLT2	2.15E+00	0.26	0.77	7.33E-01	1.00E+00
DYNLT3	2.93E+02	0.03	0.11	8.10E-01	1.00E+00
DYNLT4	4.78E-01	0.56	1.83	7.61E-01	1.00E+00
DYRK1A	5.87E+02	0.06	0.08	4.70E-01	1.00E+00
DYRK2	2.45E+02	0.03	0.12	7.77E-01	1.00E+00
DYRK3	8.79E+01	0.05	0.13	7.16E-01	1.00E+00
DYRK4	5.36E+01	0.18	0.23	4.35E-01	1.00E+00
DZANK1	1.11E+01	0.37	0.42	3.76E-01	1.00E+00
DZIP1	6.54E+02	0.02	0.08	8.08E-01	1.00E+00
DZIP1L	4.83E+01	0.07	0.23	7.59E-01	1.00E+00
E2F3	2.98E+02	0.03	0.11	7.44E-01	1.00E+00
E2F4	1.47E+02	0.15	0.13	2.47E-01	1.00E+00
E2F5	1.11E+02	0.02	0.13	8.72E-01	1.00E+00
E2F8	2.02E+01	0.1	0.24	6.95E-01	1.00E+00
EAF1	7.17E+02	0.13	0.11	2.34E-01	1.00E+00
EAPP	1.91E+02	0.09	0.1	3.79E-01	1.00E+00
EBAG9	1.06E+02	0.04	0.12	7.13E-01	1.00E+00
EBF1	4.56E+01	0.04	0.19	8.42E-01	1.00E+00
EBF2	8.33E-01	0.58	1.64	7.25E-01	1.00E+00
EBF3	4.70E+00	0.02	0.6	9.76E-01	1.00E+00
EBF4	1.46E+01	0.13	0.36	7.18E-01	1.00E+00
EBI3	4.15E+01	0.59	0.42	1.63E-01	1.00E+00
EBNA1BP2	1.17E+03	0.02	0.1	8.68E-01	1.00E+00
EBPL	1.15E+02	0.18	0.18	3.08E-01	1.00E+00
ECE1	3.12E+03	0.01	0.06	9.17E-01	1.00E+00
ECHDC2	6.02E+00	0.34	0.5	4.97E-01	1.00E+00
ECHS1	2.29E+02	0.07	0.12	5.19E-01	1.00E+00
ECI1	4.15E+01	0.08	0.21	6.89E-01	1.00E+00
ECI2	3.93E+02	0.04	0.09	6.57E-01	1.00E+00
ECPAS	1.76E+03	0.02	0.09	7.88E-01	1.00E+00
ECT2	2.47E+02	0.03	0.09	7.61E-01	1.00E+00
EDA2R	5.59E+01	0.16	0.17	3.20E-01	1.00E+00
EDARADD	3.31E+01	0.05	0.18	7.85E-01	1.00E+00
EDC4	3.37E+02	0.01	0.09	8.86E-01	1.00E+00
EDEM1	5.20E+02	0.05	0.09	5.67E-01	1.00E+00
EDIL3	2.57E+03	0.04	0.09	6.93E-01	1.00E+00
EDNRA	7.44E+00	0.17	0.53	7.42E-01	1.00E+00
EDNRB	1.73E+01	0.2	0.28	4.78E-01	1.00E+00
EEF1A1	4.92E+04	0.02	0.09	8.50E-01	1.00E+00
EEF1AKMT2	1.21E+02	0.09	0.11	4.23E-01	1.00E+00
EEF1AKMT4	1.21E+01	0.73	0.37	4.74E-02	1.00E+00
EEF1D	1.53E+03	0.01	0.08	9.36E-01	1.00E+00
EEF2K	3.23E+02	0.07	0.1	4.85E-01	1.00E+00
EFCAB10	6.19E+00	0.74	0.53	1.59E-01	1.00E+00
EFCAB11	7.01E+01	0.11	0.16	5.05E-01	1.00E+00
EFCAB14	1.84E+03	0.01	0.1	8.92E-01	1.00E+00
EFCAB7	5.77E+01	0.02	0.19	9.07E-01	1.00E+00
EFCAB8	1.23E+00	2.14	1.28	9.39E-02	1.00E+00
EFHC1	3.88E+01	0.26	0.19	1.64E-01	1.00E+00
EFHD2	6.04E+02	0.06	0.12	6.38E-01	1.00E+00
EFNA2	1.99E+01	0.9	0.29	2.14E-03	1.00E+00
EFNA3	1.12E+01	0.33	0.43	4.46E-01	1.00E+00
EFNA5	8.58E+01	0.23	0.2	2.36E-01	1.00E+00
EFNB1	9.10E+01	0.26	0.18	1.50E-01	1.00E+00
EFR3A	7.75E+02	0.06	0.08	4.30E-01	1.00E+00
EFR3B	2.26E+02	0.1	0.12	4.09E-01	1.00E+00
EFS	2.15E+01	0.27	0.24	2.67E-01	1.00E+00
EGFL7	1.08E+03	0.05	0.15	7.67E-01	1.00E+00
EGR2	9.67E-01	0.91	1.15	4.31E-01	1.00E+00
EHD1	8.35E+02	0.14	0.12	2.39E-01	1.00E+00
EHD3	3.77E+02	0.04	0.13	7.56E-01	1.00E+00
EHD4	1.50E+03	0.05	0.08	5.70E-01	1.00E+00
